N_LEVELS,N_PROF,salinity
0,1230,36.42660140991211
0,1231,38.82899856567383
0,1235,35.59286880493164
0,1238,35.834999084472656
0,1253,33.75413513183594
0,1263,36.01300048828125
0,1264,35.10340118408203
0,1265,33.89899826049805
0,1269,35.26100158691406
0,1272,33.9109001159668
0,1279,35.69620132446289
0,1283,35.87751770019531
0,1288,33.40717697143555
0,1289,34.361000061035156
0,1291,36.269840240478516
0,1294,33.8867073059082
0,1295,34.04600143432617
0,1296,34.73699951171875
0,1297,35.62200164794922
0,1324,-10000000000.0
0,1326,33.80699920654297
0,1327,34.643001556396484
0,1328,34.72800064086914
0,1330,35.01100158691406
0,1331,34.08890151977539
0,1333,35.444000244140625
0,1334,-10000000000.0
0,1337,34.39720153808594
0,1360,36.56700134277344
0,1361,36.39799880981445
0,1362,35.931800842285156
0,1364,35.61688232421875
0,1365,35.525001525878906
0,1366,33.559532165527344
0,1387,36.21184158325195
0,1388,36.92580032348633
0,1390,-10000000000.0
0,1391,35.994998931884766
0,1394,-10000000000.0
0,1408,-10000000000.0
0,1410,36.487998962402344
0,1413,35.649600982666016
0,1415,34.602500915527344
0,1416,34.88639831542969
0,1417,18.707000732421875
0,1427,36.15577697753906
0,1428,36.077945709228516
0,1430,35.990074157714844
0,1436,35.86737060546875
0,1439,37.42900085449219
0,1443,36.70500183105469
0,1445,39.24100112915039
0,1463,-10000000000.0
0,1464,34.71200180053711
0,1466,34.54899978637695
0,1467,33.989967346191406
0,1469,-10000000000.0
0,1473,35.73860168457031
0,1478,-10000000000.0
0,1481,33.4900016784668
0,1500,32.27000045776367
0,1501,-10000000000.0
0,1506,34.79560089111328
0,1507,33.97201919555664
0,1508,35.2672004699707
0,1509,35.4739990234375
0,1510,37.378841400146484
0,1511,36.03200149536133
0,1512,35.971099853515625
0,1513,34.014198303222656
0,1515,34.100399017333984
0,1517,34.41999816894531
0,1538,35.98992156982422
0,1546,35.68000030517578
0,1550,36.23099899291992
0,1551,34.470001220703125
0,1554,37.172000885009766
0,1557,34.91619873046875
0,1575,36.14291000366211
0,1577,35.32355880737305
0,1578,35.87635040283203
0,1580,34.67499923706055
0,1582,33.92300033569336
0,1584,-10000000000.0
0,1585,35.76969909667969
0,1586,37.106998443603516
0,1587,35.83789825439453
0,1588,36.69200134277344
0,1589,34.8390007019043
0,1590,35.17499923706055
0,1591,38.79899978637695
0,1595,-10000000000.0
0,1613,32.7840690612793
0,1621,-10000000000.0
0,1622,36.085174560546875
0,1623,35.26900100708008
0,1629,37.79899978637695
0,1630,34.027400970458984
0,1632,35.720001220703125
0,1633,34.96699905395508
0,1636,-10000000000.0
0,1639,34.53799819946289
0,1654,-10000000000.0
0,1660,34.750999450683594
0,1661,33.928001403808594
0,1662,34.214900970458984
0,1663,34.64459991455078
0,1664,-10000000000.0
0,1666,35.38800048828125
0,1669,35.742000579833984
0,1674,32.380001068115234
0,1680,-10000000000.0
0,1682,-10000000000.0
0,1684,-10000000000.0
0,1687,34.665000915527344
0,1688,-10000000000.0
0,1690,18.58099937438965
0,1691,35.68949890136719
0,1693,34.988399505615234
0,1696,33.91490173339844
0,1697,36.7400016784668
0,1702,32.36000061035156
0,1709,36.07994079589844
0,1716,34.37480163574219
0,1719,35.75239944458008
0,1720,36.917842864990234
0,1722,34.38850021362305
0,1742,-10000000000.0
0,1743,5.567999839782715
0,1747,37.707000732421875
0,1748,36.65999984741211
0,1749,35.275001525878906
0,1761,35.90044403076172
0,1763,35.94856262207031
0,1769,35.66699981689453
0,1770,36.722999572753906
0,1771,36.27299880981445
0,1774,33.80500030517578
0,1775,33.952999114990234
0,1779,36.77000045776367
0,1803,39.34199905395508
0,1805,34.542198181152344
0,1808,33.86170959472656
0,1821,36.00490951538086
0,1828,33.73899841308594
0,1829,33.78419876098633
0,1830,35.88199996948242
0,1832,37.909000396728516
0,1849,34.82699966430664
0,1850,-10000000000.0
0,1879,33.46611404418945
0,1884,34.5099983215332
0,1888,33.965999603271484
0,1889,37.05984115600586
0,1892,36.1619987487793
0,1893,36.71900177001953
0,1901,32.38999938964844
0,1905,34.50702667236328
0,1909,36.03807067871094
0,1911,34.58150100708008
0,1919,-10000000000.0
0,1923,33.814998626708984
0,1932,39.101959228515625
0,1946,35.22800064086914
0,1951,35.77299880981445
0,1953,37.95199966430664
0,1954,34.777000427246094
0,1957,38.7869987487793
0,1976,-10000000000.0
0,1980,34.36119842529297
0,1998,37.8129997253418
0,2000,34.79990005493164
0,2015,32.25
0,2022,33.99410629272461
0,2029,36.04798126220703
0,2041,34.29090118408203
0,2043,35.67399978637695
0,2045,35.765098571777344
0,2048,28.889999389648438
0,2058,34.342655181884766
0,2060,35.51482391357422
0,2079,34.1349983215332
0,2080,35.62099838256836
0,2082,34.491600036621094
0,2085,36.01300048828125
0,2086,34.92279815673828
0,2087,34.25600051879883
0,2088,33.96900177001953
0,2090,37.34400177001953
0,2099,32.38035202026367
0,2108,35.974979400634766
0,2112,34.42394256591797
0,2122,38.064998626708984
0,2123,36.698001861572266
0,2125,35.8650016784668
0,2127,33.89500045776367
0,2128,32.62300109863281
0,2149,34.6061897277832
0,2155,34.06700134277344
0,2156,35.361000061035156
0,2157,35.05939865112305
0,2158,36.24700164794922
0,2160,32.42599868774414
0,2161,36.3380012512207
0,2165,34.01190185546875
0,2187,-10000000000.0
0,2189,35.67707824707031
0,2190,-10000000000.0
0,2191,27.284099578857422
0,2193,34.087398529052734
0,2194,-10000000000.0
0,2195,38.9640007019043
0,2196,7.416999816894531
0,2219,37.6870002746582
0,2221,35.27803039550781
0,2222,34.86000061035156
0,2225,-10000000000.0
0,2226,35.52299880981445
0,2251,34.388999938964844
0,2252,37.16684341430664
0,2255,38.000999450683594
0,2259,36.20600128173828
0,2260,32.847999572753906
0,2261,34.790000915527344
0,2262,-10000000000.0
0,2282,34.452999114990234
0,2290,35.78900146484375
0,2292,36.02899932861328
0,2293,33.834999084472656
0,2295,36.819000244140625
0,2296,34.489898681640625
0,2321,35.361000061035156
0,2322,34.91780090332031
0,2325,35.6870002746582
0,2329,-10000000000.0
0,2332,34.60340118408203
0,2333,34.77799987792969
0,2337,35.0901985168457
0,2354,33.37205123901367
0,2361,35.60319900512695
0,2362,36.196998596191406
0,2365,34.98030090332031
0,2368,34.49300003051758
0,2384,33.32400131225586
0,2385,35.97999954223633
0,2391,37.0359992980957
0,2392,36.400001525878906
0,2394,37.287841796875
0,2396,35.012001037597656
0,2398,34.917999267578125
0,2409,-10000000000.0
0,2412,33.91899871826172
0,2414,35.970001220703125
0,2416,35.69660186767578
0,2417,35.93619918823242
0,2418,35.3129997253418
0,2419,35.27170181274414
0,2420,39.097999572753906
0,2421,34.619998931884766
0,2426,36.46200180053711
0,2432,35.172000885009766
0,2433,36.753028869628906
0,2435,35.09080123901367
0,2436,-10000000000.0
0,2438,35.67100143432617
0,2439,35.36399841308594
0,2440,34.35960006713867
0,2442,-10000000000.0
0,2458,-10000000000.0
0,2459,35.417999267578125
0,2460,35.069000244140625
0,2461,-10000000000.0
0,2465,35.09000015258789
0,2466,34.79140090942383
0,2486,34.65999984741211
0,2487,35.70100021362305
0,2490,35.244998931884766
0,2500,34.15718460083008
0,2501,35.650672912597656
0,2513,35.38345718383789
0,2514,34.33599853515625
0,2515,33.875999450683594
0,2517,34.09199905395508
0,2518,35.0635986328125
0,2521,-10000000000.0
0,2523,35.69300079345703
0,2525,34.31679916381836
0,2527,35.32749938964844
0,2528,35.52280044555664
0,2529,34.444000244140625
0,2531,35.68960189819336
0,2549,34.6287727355957
0,2551,34.749000549316406
0,2554,34.6510009765625
0,2557,34.125999450683594
0,2564,34.55400085449219
0,2565,34.39537048339844
0,2566,34.560001373291016
0,2577,36.08909606933594
0,2580,-10000000000.0
0,2581,-10000000000.0
0,2582,35.979000091552734
0,2583,35.23870086669922
0,2586,36.50199890136719
0,2588,34.967201232910156
0,2602,34.907806396484375
0,2604,34.944000244140625
0,2607,33.742698669433594
0,2617,34.688819885253906
0,2620,34.624149322509766
0,2625,36.03996276855469
0,2644,34.66600036621094
0,2645,36.20684051513672
0,2646,33.77069854736328
0,2647,34.959999084472656
0,2650,35.69900131225586
0,2652,-10000000000.0
0,2669,36.0994758605957
0,2671,-10000000000.0
0,2672,36.06972885131836
0,2674,-10000000000.0
0,2680,33.86600112915039
0,2684,35.229400634765625
0,2685,33.845001220703125
0,2708,35.98606491088867
0,2714,34.72800064086914
0,2715,34.91899871826172
0,2719,36.143001556396484
0,2720,34.75699996948242
0,2721,34.61410140991211
0,2722,34.42499923706055
0,2725,38.21099853515625
0,2733,35.42966079711914
0,2745,-10000000000.0
0,2749,35.94599914550781
0,2750,36.222999572753906
0,2751,34.09748458862305
0,2752,-10000000000.0
0,2754,34.98160171508789
0,2756,36.68899917602539
0,2757,36.165000915527344
0,2758,34.13199996948242
0,2759,34.599998474121094
0,2785,34.04600143432617
0,2786,34.52299880981445
0,2787,33.145652770996094
0,2792,33.349998474121094
0,2801,32.380001068115234
0,2802,32.349998474121094
0,2810,36.14422607421875
0,2818,35.417999267578125
0,2819,36.29800033569336
0,2821,-10000000000.0
0,2828,-10000000000.0
0,2830,35.64899826049805
0,2846,34.80647659301758
0,2852,36.105506896972656
0,2858,36.84700012207031
0,2859,31.694000244140625
0,2865,34.99700164794922
0,2866,36.415000915527344
0,2868,33.84600067138672
0,2869,36.278839111328125
0,2873,35.452999114990234
0,2886,34.904998779296875
0,2887,35.28300094604492
0,2890,36.22200012207031
0,2891,33.84700012207031
0,2894,-10000000000.0
0,2895,35.4370002746582
0,2910,34.513999938964844
0,2913,-10000000000.0
0,2914,34.933998107910156
0,2918,38.6879997253418
0,2926,32.25
0,2941,-10000000000.0
0,2943,34.856998443603516
0,2945,35.56589889526367
0,2949,-10000000000.0
0,2954,35.047000885009766
0,2955,35.33440017700195
0,2969,-10000000000.0
0,2983,34.443199157714844
0,2984,-10000000000.0
0,2985,37.357845306396484
0,2986,33.27899932861328
0,2987,36.391998291015625
0,2990,34.89400100708008
0,2991,36.14099884033203
0,3003,34.71260452270508
0,3007,36.099693298339844
0,3011,34.83000183105469
0,3016,35.89459991455078
0,3017,32.01499938964844
0,3021,34.375
0,3023,34.66910171508789
0,3037,35.42865753173828
0,3038,-10000000000.0
0,3040,-10000000000.0
0,3041,35.86800003051758
0,3042,34.73500061035156
0,3043,31.714000701904297
0,3045,33.42599868774414
0,3053,35.9653434753418
0,3059,34.650001525878906
0,3061,34.04759979248047
0,3069,25.621999740600586
0,3087,34.106998443603516
0,3088,34.62900161743164
0,3089,35.4906005859375
0,3090,34.62889862060547
0,3092,35.48986053466797
0,3100,36.010650634765625
0,3105,34.4640007019043
0,3107,34.41680145263672
0,3108,35.650699615478516
0,3109,34.790000915527344
0,3111,0.0
0,3119,35.35900115966797
0,3124,32.370079040527344
0,3137,35.439998626708984
0,3140,35.13850021362305
0,3142,35.6510009765625
0,3143,35.64500045776367
0,3150,35.87410354614258
0,3155,35.446861267089844
0,3156,35.934810638427734
0,3157,34.420711517333984
0,3161,34.21799850463867
0,3165,36.124000549316406
0,3189,36.07255935668945
0,3194,36.035789489746094
0,3196,37.37099838256836
0,3197,34.49700164794922
0,3206,-10000000000.0
0,3208,32.89699935913086
0,3223,34.80428695678711
0,3241,34.06399917602539
0,3242,34.46500015258789
0,3252,35.80329895019531
0,3253,37.56962203979492
0,3257,27.1200008392334
0,3265,34.137271881103516
0,3285,-10000000000.0
0,3288,37.45800018310547
0,3293,35.262001037597656
0,3295,35.89799880981445
0,3304,34.09319305419922
0,3306,-10000000000.0
0,3317,34.60300064086914
0,3319,35.61690139770508
0,3320,35.52000045776367
0,3321,35.39070129394531
0,3323,36.198001861572266
0,3325,35.795101165771484
0,3326,-10000000000.0
0,3329,34.904598236083984
0,3332,39.125999450683594
0,3334,25.649999618530273
0,3341,34.4947395324707
0,3352,35.569000244140625
0,3353,34.80899429321289
0,3354,-10000000000.0
0,3357,-10000000000.0
0,3358,32.72800064086914
0,3360,37.5260009765625
0,3362,36.3650016784668
0,3365,-10000000000.0
0,3384,34.86199951171875
0,3388,34.73099899291992
0,3395,35.986812591552734
0,3408,36.32099914550781
0,3409,34.56019973754883
0,3410,18.465599060058594
0,3411,36.13240051269531
0,3430,-10000000000.0
0,3437,34.68400192260742
0,3439,36.762001037597656
0,3440,36.516998291015625
0,3443,35.279998779296875
0,3444,37.53499984741211
0,3447,33.81510925292969
0,3448,-10000000000.0
0,3450,-10000000000.0
0,3464,34.79718017578125
0,3465,34.55408477783203
0,3466,34.04199981689453
0,3467,35.43899917602539
0,3479,32.766475677490234
0,3482,35.96321105957031
0,3486,35.60725402832031
0,3490,34.9640007019043
0,3492,35.385398864746094
0,3495,35.5099983215332
0,3503,35.97967529296875
0,3512,33.99290084838867
0,3513,34.14899826049805
0,3514,-10000000000.0
0,3515,34.751399993896484
0,3516,35.08300018310547
0,3517,34.45399856567383
0,3520,30.15999984741211
0,3521,35.14070129394531
0,3541,35.82400131225586
0,3545,35.57099914550781
0,3547,-10000000000.0
0,3548,37.097999572753906
0,3550,33.887001037597656
0,3571,-10000000000.0
0,3574,-10000000000.0
0,3576,34.567100524902344
0,3577,38.14799880981445
0,3578,36.619998931884766
0,3590,-10000000000.0
0,3593,-10000000000.0
0,3597,34.94356918334961
0,3599,35.007999420166016
0,3601,36.619998931884766
0,3603,34.43360137939453
0,3604,33.95500183105469
0,3605,37.007999420166016
0,3625,36.09209442138672
0,3634,32.2869987487793
0,3635,36.72999954223633
0,3636,35.00600051879883
0,3640,18.638999938964844
0,3643,36.183837890625
0,3651,-10000000000.0
0,3667,34.137001037597656
0,3668,33.82699966430664
0,3682,35.731998443603516
0,3683,-10000000000.0
0,3686,36.66999816894531
0,3689,33.84600067138672
0,3690,36.69599914550781
0,3691,33.81850051879883
0,3692,-10000000000.0
0,3693,34.59000015258789
0,3707,34.641300201416016
0,3711,35.68614959716797
0,3721,34.8849983215332
0,3724,-10000000000.0
0,3725,-10000000000.0
0,3726,36.41699981689453
0,3728,34.58380126953125
0,3731,36.3390007019043
0,3732,39.26900100708008
0,3733,34.87419891357422
0,3734,36.32500076293945
0,3753,33.853599548339844
0,3755,35.35100173950195
0,3756,35.2140998840332
0,3759,34.26499557495117
0,3764,36.118133544921875
0,3767,36.261478424072266
0,3768,35.89482879638672
0,3773,34.86600112915039
0,3775,34.90700149536133
0,3776,34.5802001953125
0,3794,32.369998931884766
0,3810,35.96323776245117
0,3814,35.695823669433594
0,3815,35.094398498535156
0,3817,34.98400115966797
0,3820,35.06399917602539
0,3835,34.12373352050781
0,3838,33.83599853515625
0,3843,34.159000396728516
0,3846,34.99420166015625
0,3847,35.716617584228516
0,3856,34.76522445678711
0,3863,35.36800003051758
0,3864,35.5984001159668
0,3865,-10000000000.0
0,3868,37.36284255981445
0,3870,37.2140007019043
0,3871,34.98400115966797
0,3889,35.15299987792969
0,3893,35.04499816894531
0,3895,36.65898895263672
0,3898,5.540999889373779
0,3913,36.18401336669922
0,3914,-10000000000.0
0,3915,34.9900016784668
0,3916,34.02199935913086
0,3917,-10000000000.0
0,3919,34.319000244140625
0,3921,34.547000885009766
0,3930,34.12995147705078
0,3946,34.305999755859375
0,3947,33.862701416015625
0,3950,35.5791015625
0,3951,34.25320053100586
0,3952,36.11399841308594
0,3953,35.16600036621094
0,3954,35.02399826049805
0,3959,7.103000164031982
0,3960,34.049400329589844
0,3981,34.11800003051758
0,3985,34.35300064086914
0,3987,35.82699966430664
0,3988,34.704200744628906
0,3991,35.21403884887695
0,3992,34.71500015258789
0,3993,37.11899948120117
0,3994,33.69499969482422
0,3997,35.0372314453125
0,4012,34.44200134277344
0,4015,-10000000000.0
0,4017,39.06800079345703
0,4019,36.380001068115234
0,4020,35.792999267578125
0,4028,32.290000915527344
0,4038,34.0348014831543
0,4039,35.62200164794922
0,4042,-10000000000.0
0,4050,32.27000045776367
0,4058,36.71900177001953
0,4059,-10000000000.0
0,4060,35.314998626708984
0,4062,36.5880012512207
0,4064,37.00699996948242
0,4066,35.25040054321289
0,4068,37.27399826049805
0,4069,34.96321487426758
0,4087,-10000000000.0
0,4088,0.0
0,4090,38.56100082397461
0,4092,34.040401458740234
0,4093,18.54800033569336
0,4123,33.11199951171875
0,4126,34.06050109863281
0,4130,37.372840881347656
0,4131,34.75419998168945
0,4133,35.11289978027344
0,4139,32.34000015258789
0,4140,34.79534149169922
0,4141,35.44004440307617
0,4144,34.06145095825195
0,4150,-10000000000.0
0,4151,30.082000732421875
0,4155,36.14739990234375
0,4157,18.67799949645996
0,4168,-10000000000.0
0,4170,36.08879089355469
0,4180,35.35267639160156
0,4185,35.4010009765625
0,4186,-10000000000.0
0,4203,36.04525375366211
0,4206,-10000000000.0
0,4209,33.67599868774414
0,4212,33.91675567626953
0,4214,36.20970153808594
0,4216,-10000000000.0
0,4217,34.68899917602539
0,4218,35.587100982666016
0,4219,35.44419860839844
0,4220,34.68960189819336
0,4223,-10000000000.0
0,4225,35.23099899291992
0,4226,37.29399871826172
0,4246,35.45286560058594
0,4252,34.689998626708984
0,4254,35.31119918823242
0,4257,35.70560073852539
0,4258,34.54399871826172
0,4259,34.31330108642578
0,4260,35.91019821166992
0,4261,34.5629997253418
0,4262,36.39799880981445
0,4263,-10000000000.0
0,4273,32.36961364746094
0,4276,-10000000000.0
0,4281,35.95315170288086
0,4289,36.10072708129883
0,4292,34.95600128173828
0,4295,34.84600067138672
0,4296,34.768001556396484
0,4298,36.08380889892578
0,4300,35.5880012512207
0,4317,33.54399871826172
0,4319,34.15399932861328
0,4326,35.273101806640625
0,4327,34.77500534057617
0,4328,35.29100036621094
0,4330,34.264801025390625
0,4341,32.220001220703125
0,4342,39.10932540893555
0,4348,35.96527862548828
0,4349,35.97721862792969
0,4356,37.01483917236328
0,4357,33.42900085449219
0,4358,-10000000000.0
0,4361,36.94883346557617
0,4362,39.19599914550781
0,4365,34.772003173828125
0,4366,30.660999298095703
0,4368,34.8220100402832
0,4378,34.23957443237305
0,4388,36.02334976196289
0,4397,34.195098876953125
0,4398,36.680999755859375
0,4399,34.65769958496094
0,4416,36.02983856201172
0,4419,34.73884963989258
0,4427,-10000000000.0
0,4431,34.560001373291016
0,4453,-10000000000.0
0,4454,35.8650016784668
0,4458,33.79059982299805
0,4460,-10000000000.0
0,4462,34.70000076293945
0,4464,35.45585250854492
0,4473,32.37065124511719
0,4483,31.285999298095703
0,4484,35.02180099487305
0,4486,-10000000000.0
0,4489,-10000000000.0
0,4492,34.970001220703125
0,4493,35.895999908447266
0,4494,35.625
0,4496,35.04100036621094
0,4498,37.358001708984375
0,4502,25.280000686645508
0,4508,34.50948715209961
0,4512,35.9771728515625
0,4520,34.15399932861328
0,4521,36.32284927368164
0,4522,36.98383712768555
0,4524,35.60940170288086
0,4527,-10000000000.0
0,4530,25.31999969482422
0,4548,35.00510025024414
0,4549,35.661598205566406
0,4551,33.7760009765625
0,4557,34.11199951171875
0,4569,39.19707107543945
0,4584,35.59400177001953
0,4585,34.52899932861328
0,4586,35.273826599121094
0,4587,34.25
0,4588,35.95682907104492
0,4589,35.76580047607422
0,4590,37.176998138427734
0,4603,32.27000045776367
0,4606,36.027320861816406
0,4607,35.988861083984375
0,4614,35.469215393066406
0,4617,35.0260009765625
0,4618,39.09600067138672
0,4619,38.952598571777344
0,4621,34.35689926147461
0,4622,34.12200164794922
0,4624,34.04499816894531
0,4627,34.59000015258789
0,4641,36.134517669677734
0,4650,35.742000579833984
0,4651,33.38935852050781
0,4652,-10000000000.0
0,4655,37.046844482421875
0,4656,35.481998443603516
0,4657,37.21799850463867
0,4658,33.946998596191406
0,4659,34.14039993286133
0,4660,35.45840072631836
0,4661,35.97869873046875
0,4670,-10000000000.0
0,4684,-10000000000.0
0,4685,33.75299835205078
0,4686,35.530799865722656
0,4687,34.40370178222656
0,4688,34.44300079345703
0,4689,29.659000396728516
0,4690,35.01570129394531
0,4691,36.21900177001953
0,4692,33.288639068603516
0,4693,34.03099822998047
0,4699,34.90719985961914
0,4708,32.3770866394043
0,4714,-10000000000.0
0,4724,36.0146484375
0,4726,33.97100067138672
0,4728,35.39889907836914
0,4729,33.96900177001953
0,4730,35.53534698486328
0,4731,35.448001861572266
0,4733,33.40010070800781
0,4735,33.84199905395508
0,4737,34.784000396728516
0,4738,34.8849983215332
0,4739,36.27299880981445
0,4740,36.69580078125
0,4748,36.512001037597656
0,4753,34.81999969482422
0,4756,34.02317428588867
0,4757,34.542999267578125
0,4769,34.77526092529297
0,4776,34.512001037597656
0,4778,35.64619827270508
0,4779,33.745601654052734
0,4782,36.31999969482422
0,4784,-10000000000.0
0,4806,33.45044708251953
0,4807,34.53900146484375
0,4809,35.14099884033203
0,4810,34.01499938964844
0,4811,36.255001068115234
0,4813,33.93199920654297
0,4815,34.97330093383789
0,4822,32.27000045776367
0,4824,32.2599983215332
0,4832,35.621803283691406
0,4834,-10000000000.0
0,4836,39.1879997253418
0,4838,33.854736328125
0,4839,34.34339904785156
0,4840,35.47800064086914
0,4841,37.13100051879883
0,4843,34.76449966430664
0,4844,34.75
0,4845,29.81100082397461
0,4864,35.10749053955078
0,4870,34.54280090332031
0,4872,36.82099914550781
0,4877,35.390201568603516
0,4879,33.76741027832031
0,4894,33.0491828918457
0,4901,-10000000000.0
0,4902,33.78499984741211
0,4907,34.18299865722656
0,4917,33.55099868774414
0,4919,-10000000000.0
0,4922,36.12183380126953
0,4927,36.02835464477539
0,4933,35.981998443603516
0,4935,39.279998779296875
0,4938,34.45000076293945
0,4941,34.55730056762695
0,4952,32.4010009765625
0,4965,35.630226135253906
0,4966,34.41999816894531
0,4970,33.50199890136719
0,4974,36.98899841308594
